year,month,CPI,temperature,all sectors,commercial,industrial,date,month_sin,month_cos
2010,3,0.3205314683206597,0.29556545724591554,0.28428124954992584,0.3800822293284605,0.3043991603988103,2010-03-01,1.0,0.5
2010,4,0.3233802349855677,0.5007426267769999,0.10094623593968287,0.3442485153037917,0.31756165821234905,2010-04-01,0.9330127018922194,0.2500000000000001
2010,5,0.3246538899230531,0.6416295353278167,0.221040427462446,0.4608679762448606,0.4703515829980756,2010-05-01,0.75,0.06698729810778065
2010,6,0.3230486325166366,0.8665393592191809,0.5606771996024944,0.7023115577889447,0.5248382018541191,2010-06-01,0.5000000000000001,0.0
2010,7,0.32339530782506465,0.9562911096965838,0.8352224446588796,0.8583462768387391,0.6290886828756337,2010-07-01,0.2500000000000001,0.06698729810778059
2010,8,0.32566377016934345,0.9422872904731594,0.8550329094234728,0.8810415714938329,0.7245495889452509,2010-08-01,0.06698729810778076,0.24999999999999975
2010,9,0.3266208954773946,0.7818799066412052,0.5379862601356702,0.6977798081315671,0.5261500787126114,2010-09-01,0.0,0.4999999999999999
2010,10,0.3286708016489688,0.5622745597284109,0.2506445062146241,0.5026952946550938,0.4689085184537345,2010-10-01,0.0669872981077807,0.75
2010,11,0.3293641522658246,0.2688308932739233,0.1574611495974536,0.37584285061672,0.3610285114570577,2010-11-01,0.24999999999999975,0.9330127018922192
2010,12,0.33219784609123604,0.06004667939741137,0.4753791424826812,0.4947464595705802,0.3915952422599265,2010-12-01,0.4999999999999999,1.0
2011,1,0.3400658683086015,0.0014852535539996436,0.5838866245157204,0.4988579259936044,0.3819748119643167,2011-01-01,0.75,0.9330127018922194
2011,2,0.3482504201554013,0.0721408869085508,0.3159088617804213,0.3443581544084058,0.2187773307678853,2011-02-01,0.9330127018922192,0.75
2011,3,0.3645140139725223,0.2849565032887757,0.2809759048291156,0.4258748286888992,0.4745058597166345,2011-03-01,1.0,0.5
2011,4,0.37535892199051935,0.473583704646722,0.15965031037114907,0.3573321151210598,0.3939566206052123,2011-04-01,0.9330127018922194,0.2500000000000001
2011,5,0.383332454084363,0.6257161043921071,0.2517462877882275,0.4874189127455459,0.4680339338814061,2011-05-01,0.75,0.06698729810778065
2011,6,0.3815086405052417,0.8525355399957564,0.5449354053548026,0.680109639104614,0.5489767360503759,2011-06-01,0.5000000000000001,0.0
2011,7,0.3830159244549285,0.9866327180140041,0.8472772312877164,0.8609227957971677,0.6948137134860941,2011-07-01,0.2500000000000001,0.06698729810778059
2011,8,0.38771111395820296,0.9624443029917252,0.8618812380280272,0.8847327546825032,0.7709025712786426,2011-08-01,0.06698729810778076,0.24999999999999975
2011,9,0.3903036423516646,0.7733927434754935,0.5272204859360821,0.6761078117862036,0.5940615707538917,2011-09-01,0.0,0.4999999999999999
2011,10,0.3867765979093971,0.5399957564184172,0.2527544539340083,0.506148926450434,0.5651565506384464,2011-10-01,0.0669872981077807,0.75
2011,11,0.3853371417374463,0.299384680670486,0.15987354716057212,0.35817268158976706,0.416039881056498,2011-11-01,0.24999999999999975,0.9330127018922192
2011,12,0.38113181951782,0.1222151495862508,0.351489925539729,0.437003197807218,0.3771208675878954,2011-12-01,0.4999999999999999,1.0
2012,1,0.3886154843280152,0.13749204328453213,0.4172439618049053,0.4438190954773871,0.3431432569529473,2012-01-01,0.75,0.9330127018922194
2012,2,0.3961368312369527,0.16698493528538086,0.2444730891650944,0.3495477386934673,0.30348084659786606,2012-02-01,0.9330127018922192,0.75
2012,3,0.4091673009819956,0.4406959473795884,0.22105482983595715,0.39329374143444507,0.4346685324470876,2012-03-01,1.0,0.5
2012,4,0.4143900398676605,0.5312964141735625,0.12764823642936365,0.36703517587939705,0.4229490991778904,2012-04-01,0.9330127018922194,0.2500000000000001
2012,5,0.4123552065355833,0.7173774665817951,0.3163769389195339,0.5454362722704431,0.5824733251705436,2012-05-01,0.75,0.06698729810778065
2012,6,0.40981543308036095,0.8678124336940379,0.5193927959327695,0.6771676564641389,0.5361640720657688,2012-06-01,0.5000000000000001,0.0
2012,7,0.4069968120944465,1.0,0.8492287528984777,0.8695111923252625,0.6935892950848346,2012-07-01,0.2500000000000001,0.06698729810778059
2012,8,0.41660574727370014,0.9369828134945896,0.804739821122521,0.861671996345363,0.7323333916389712,2012-08-01,0.06698729810778076,0.24999999999999975
2012,9,0.4243531867750907,0.778060683216635,0.468480405570838,0.6511466423024213,0.4679902046527897,2012-09-01,0.0,0.4999999999999999
2012,10,0.4236749089977317,0.5145342669212816,0.2714919418720203,0.5394243947007764,0.508920762637747,2012-10-01,0.0669872981077807,0.75
2012,11,0.4154149929534477,0.3049013367281985,0.18131148013192555,0.37807217907720414,0.3274881931082736,2012-11-01,0.24999999999999975,0.9330127018922192
2012,12,0.4107424127094184,0.13324846170167626,0.31868131868131866,0.4234079488350846,0.306192058772083,2012-12-01,0.4999999999999999,1.0
2013,1,0.4158596417186051,0.05537873965626994,0.4871530828280501,0.4893193238921882,0.3999912541542767,2013-01-01,0.75,0.9330127018922194
2013,2,0.4300733293641523,0.10884786760025468,0.2768568260049256,0.366651439013248,0.2332517054399159,2013-02-01,0.9330127018922192,0.75
2013,3,0.4346479361514519,0.23912582219393164,0.318234845102473,0.421379625399726,0.398635648067168,2013-03-01,1.0,0.5
2013,4,0.4328241225723308,0.4252068746021642,0.17821496982702745,0.3735769757880312,0.3873535070841347,2013-04-01,0.9330127018922194,0.2500000000000001
2013,5,0.4359442003481826,0.6622109060046679,0.26186395517981365,0.5067519415258108,0.592050026237537,2013-05-01,0.75,0.06698729810778065
2013,6,0.4401570589875574,0.8646297475068958,0.4836821108118616,0.6662220191868431,0.5602588770334092,2013-06-01,0.5000000000000001,0.0
2013,7,0.4408504096044135,0.945682155739444,0.7609278009015885,0.8471448149840111,0.6790711911841871,2013-07-01,0.2500000000000001,0.06698729810778059
2013,8,0.4429681435537234,0.9197963080840228,0.7240505235262773,0.842613065326633,0.7192583522826657,2013-08-01,0.06698729810778076,0.24999999999999975
2013,9,0.4450180497252976,0.7918523233609165,0.5072803998098887,0.6844586569209685,0.5101889102676229,2013-09-01,0.0,0.4999999999999999
2013,10,0.4404735886169915,0.5049862083598557,0.29766825572854416,0.5656646870717221,0.5082210949798842,2013-10-01,0.0669872981077807,0.75
2013,11,0.4368787163969885,0.2539783577339274,0.20494577506373068,0.409922338967565,0.3618156375721529,2013-11-01,0.24999999999999975,0.9330127018922192
2013,12,0.43672798800201984,0.030129429238277106,0.4568504889605809,0.5081955230698949,0.2933793947874759,2013-12-01,0.4999999999999999,1.0
2014,1,0.4432620639239124,0.01952047528113721,0.6351734765889419,0.6014618547281865,0.38442364876683577,2014-01-01,0.75,0.9330127018922194
2014,2,0.449781067006308,0.05283259070655644,0.4025967479440611,0.4276290543627228,0.17732202203953085,2014-02-01,0.9330127018922192,0.75
2014,3,0.4611761336659408,0.23063865902821976,0.3554073711347632,0.4754134307903153,0.4014780479272342,2014-03-01,1.0,0.5
2014,4,0.4670470046499711,0.4678548695098663,0.16461912923249744,0.3930196436729101,0.3999912541542767,2014-04-01,0.9330127018922194,0.2500000000000001
2014,5,0.4732871602016746,0.6711224273286656,0.2764319559863464,0.524714481498401,0.6133024313451108,2014-05-01,0.75,0.06698729810778065
2014,6,0.47662579415023104,0.8474432420963294,0.5023403856955626,0.6847327546825035,0.6276456183312926,2014-06-01,0.5000000000000001,0.0
2014,7,0.4759249071136266,0.9261616804583069,0.7092448835568101,0.8128460484239377,0.7459769109672902,2014-07-01,0.2500000000000001,0.06698729810778059
2014,8,0.4729254120537498,0.904095056227456,0.7118301096020623,0.8159342165372316,0.806804267972713,2014-08-01,0.06698729810778076,0.24999999999999975
2014,9,0.4742744311887195,0.7757267133460641,0.5319732691947634,0.7144449520328919,0.6179377295784501,2014-09-01,0.0,0.4999999999999999
2014,10,0.4697676521791558,0.5790367069806917,0.3143029971339277,0.5860575605299223,0.5962917614133283,2014-10-01,0.0669872981077807,0.75
2014,11,0.4601059620616632,0.20390409505622745,0.23316722595883801,0.4256555504796711,0.4235613083785199,2014-11-01,0.24999999999999975,0.9330127018922192
2014,12,0.4500146960185096,0.15213239974538514,0.407486353751098,0.4955504796710828,0.383286688822809,2014-12-01,0.4999999999999999,1.0
2015,1,0.4416869521964895,0.07298960322512194,0.5518413434534011,0.5604202832343534,0.3608098653139757,2015-01-01,0.75,0.9330127018922194
2015,2,0.44933641824115056,0.07107999151283684,0.38694856912419184,0.4482594792142531,0.2357442714710509,2015-02-01,0.9330127018922192,0.75
2015,3,0.4598647966297134,0.3341820496499045,0.3767516886782942,0.4905436272270442,0.3651827881756162,2015-03-01,1.0,0.5
2015,4,0.4634822781089616,0.5007426267769999,0.16160183198191058,0.4242485153037918,0.3992915864964139,2015-04-01,0.9330127018922194,0.2500000000000001
2015,5,0.4725712003255733,0.6619987269255252,0.25245200409027396,0.5199634536317954,0.5054224243484344,2015-05-01,0.75,0.06698729810778065
2015,6,0.4788490379760193,0.8854232972628899,0.528300663949419,0.7002101416171769,0.6498163372398107,2015-06-01,0.5000000000000001,0.0
2015,7,0.478969620691994,0.9395289624443032,0.7914392291849695,0.8689447236180903,0.7166783277942974,2015-07-01,0.2500000000000001,0.06698729810778059
2015,8,0.4764223108170234,0.918947591767452,0.7849149539844167,0.8692188213796253,0.7440528249081684,2015-08-01,0.06698729810778076,0.24999999999999975
2015,9,0.4736262990903541,0.8253766178654787,0.5755476502527614,0.7536592051164916,0.5847472450585971,2015-09-01,0.0,0.4999999999999999
2015,10,0.4728199021772717,0.5856142584341184,0.30980225541169193,0.5823663773412515,0.5199842574776978,2015-10-01,0.0669872981077807,0.75
2015,11,0.4690366194635578,0.31741990239762363,0.16478475652787572,0.4237368661489265,0.3120955046352982,2015-11-01,0.24999999999999975,0.9330127018922192
2015,12,0.4629245830475774,0.1913855293868024,0.3190845851396309,0.4728734582000913,0.3002448836802518,2015-12-01,0.4999999999999999,1.0
2016,1,0.4658713231692153,0.054742202418841535,0.4886437284864546,0.5383097304705347,0.32753192233689005,2016-01-01,0.75,0.9330127018922194
2016,2,0.4673409250201599,0.20857203479736894,0.3152103466651306,0.4111649154865236,0.2357005422424345,2016-02-01,0.9330127018922192,0.75
2016,3,0.4750356095833115,0.37895183534903465,0.2360404994743133,0.4529556875285519,0.344542592268672,2016-03-01,1.0,0.5
2016,4,0.4835442274792936,0.4996817313812858,0.11879797790675894,0.3854545454545455,0.3187423473849917,2016-04-01,0.9330127018922194,0.2500000000000001
2016,5,0.4908394817957782,0.6511775938892426,0.2280903892961559,0.5022567382366379,0.4431082735700542,2016-05-01,0.75,0.06698729810778065
2016,6,0.4967857169772929,0.8936982813494592,0.5533679950455836,0.7201827318410232,0.5384817211824382,2016-06-01,0.5000000000000001,0.0
2016,7,0.4938465132754033,0.9671122427328668,0.8579349876859708,0.8969757880310643,0.6873360153926882,2016-07-01,0.2500000000000001,0.06698729810778059
2016,8,0.4955120620398072,0.9312539783577339,0.922889692221278,0.9879945180447692,0.7758877033409131,2016-08-01,0.06698729810778076,0.24999999999999975
2016,9,0.4998756490741509,0.7952471886272015,0.6028689528034221,0.7773777980813157,0.5204215497638618,2016-09-01,0.0,0.4999999999999999
2016,10,0.5021441114184297,0.5957988542329726,0.3143101983206831,0.5849611694837824,0.4477435718033931,2016-10-01,0.0669872981077807,0.75
2016,11,0.4993104175930183,0.3889242520687459,0.17486641798568406,0.4405481955230699,0.30885954171768404,2016-11-01,0.24999999999999975,0.9330127018922192
2016,12,0.4999057947531445,0.07023127519626571,0.4154220615557441,0.5339607126541801,0.3173867412978835,2016-12-01,0.4999999999999999,1.0
2017,1,0.5105095373391919,0.08338637810311901,0.4691069088185731,0.5214618547281864,0.3258264824208501,2017-01-01,0.75,0.9330127018922194
2017,2,0.5162673620269955,0.24485465733078715,0.1637765903820949,0.3415075376884422,0.13888403008570904,2017-02-01,0.9330127018922192,0.75
